ID,# of Calls / Emails
72028,279.006
72029,586.221
72030,526.491
72031,371.275
72032,179.585
72033,5.95087
72034,78.2763
72035,114.467
72036,156.015
72037,6.66608
72038,41.5892
72039,78.9915
72040,115.182
72041,188.779
72042,15.2486
72043,40.6278
72044,182.7
72045,232.405
72046,16.679
72047,441.271
72048,499.57
72049,439.841
72050,284.624
72051,92.9347
72052,7.7389
72053,90.0737
72054,116.97
72055,183.415
72056,257.141
72057,152.082
72058,277.933
72059,294.456
72060,306.447
72061,313.718
72062,307.281
72063,316.155
72064,313.718
72065,306.447
72066,12.7454
72067,294.456
72068,288.734
72069,257.141
72070,251.061
72071,218.679
72072,188.779
72073,156.015
72074,45.8804
72075,10.2421
72076,10.2421
72077,10.2421
72078,10.2421
72079,10.2421
72080,10.2421
72081,10.2421
72082,4.52045
72083,3.80524
72084,3.80524
72085,4.52045
72086,3.80524
72087,14.891
72088,14.1758
72089,14.891
72090,23.4735
72091,27.7648
72092,332.195
72093,210.593
72094,25.6192
72095,29.1952
72096,178.544
72097,29.9104
72098,26.692
72099,249.433
72100,346.909
72101,3.80524
72102,3.80524
72103,3.80524
72104,3.80524
72105,3.80524
72106,3.80524
72107,39.4435
72108,77.5611
72109,77.5611
72110,114.467
72111,114.467
72112,149.578
72113,149.578
72114,182.342
72115,182.7
72116,225.969
72117,225.969
72118,250.704
72119,250.704
72120,271.496
72121,271.496
72122,288.019
72123,288.019
72124,300.01
72125,300.01
72126,307.281
72127,307.281
72128,309.718
72129,309.718
72130,307.281
72131,307.281
72132,300.01
72133,300.01
72134,288.019
72135,288.734
72136,250.704
72137,251.061
72138,212.242
72139,212.242
72140,182.343
72141,182.343
72142,149.578
72143,114.467
72144,114.467
72145,77.5611
72146,77.5611
72147,39.4435
72148,39.4435
72149,3.80524
72150,3.80524
72151,3.80524
72152,3.80524
72153,3.80524
72154,3.80524
72155,3.80524
72156,3.80524
72157,3.80524
72158,3.80524
72159,3.80524
72160,3.80524
72161,3.80524
72162,3.80524
72163,3.80524
72164,3.80524
72165,3.80524
72166,10.2421
72167,10.2421
72168,10.2421
72169,4.16284
72170,10.2421
72171,5.23566
72172,45.8804
72173,120.904
72174,526.491
72175,179.585
72176,24.3687
72177,40.874
72178,78.2763
72179,114.467
72180,115.182
72181,149.578
72182,188.779
72183,150.651
72184,232.405
72185,225.969
72186,277.933
72187,306.447
72188,313.718
72189,316.155
72190,309.718
72191,313.718
72192,246.103
72193,186.374
72194,26.8661
72195,308.712
72196,307.281
72197,306.447
72198,307.997
72199,294.456
72200,288.734
72201,257.141
72202,218.679
72203,188.779
72204,120.904
72205,45.8804
72206,39.4435
72207,10.2421
72208,10.2421
72209,10.2421
72210,3.80524
72211,10.2421
72212,10.2421
72213,6.30848
72214,4.52045
72215,3.80524
72216,6.30847
72217,5.23566
72218,4.52045
72219,3.80524
72220,3.80524
72221,10.2421
72222,10.2421
72223,16.3214
72224,15.6062
72225,14.891
72226,216.673
72227,283.246
72228,18.8247
72229,27.0496
72230,82.3954
72231,74.1705
72232,335.771
72233,340.896
72234,27.0496
72235,80.965
72236,73.4553
72237,344.048
72238,320.203
72239,142.002
72240,344.763
72241,23.1159
72242,3.80524
72243,3.80524
72244,39.4435
72245,77.5611
72246,77.5611
72247,114.467
72248,114.467
72249,115.182
72250,149.578
72251,149.578
72252,150.651
72253,182.342
72254,182.7
72255,183.415
72256,225.969
72257,225.969
72258,250.704
72259,250.704
72260,271.496
72261,271.496
72262,288.019
72263,288.019
72264,300.01
72265,300.01
72266,300.725
72267,307.281
72268,307.281
72269,309.718
72270,309.718
72271,310.433
72272,307.281
72273,307.281
72274,307.997
72275,300.01
72276,300.01
72277,288.019
72278,288.734
72279,250.704
72280,251.061
72281,212.242
72282,212.242
72283,182.343
72284,182.343
72285,149.578
72286,149.578
72287,114.467
72288,114.467
72289,77.5611
72290,77.5611
72291,39.4435
72292,39.4435
72293,3.80524
72294,3.80524
72295,3.80524
72296,3.80524
72297,3.80524
72298,3.80524
72299,3.80524
72300,3.80524
72301,3.80524
72302,3.80524
72303,3.80524
72304,4.16284
72305,3.80524
72306,3.80524
72307,3.80524
72308,3.80524
72309,3.80524
72310,3.80524
72311,10.2421
72312,3.80524
72313,10.2421
72314,10.2421
72315,10.2421
72316,10.2421
72317,10.2421
72318,3.80524
72319,3.80524
72320,10.2421
72321,619.86
72322,560.131
72323,45.8804
72324,39.4435
72325,12.7454
72326,12.0302
72327,387.082
72328,77.5611
72329,120.904
72330,13.4606
72331,12.7454
72332,98.094
72333,371.275
72334,24.3687
72335,5.95087
72336,114.467
72337,156.015
72338,41.5892
72339,188.779
72340,80.0643
72341,150.651
72342,182.7
72343,232.405
72344,15.2486
72345,9.16932
72346,90.0737
72347,116.97
72348,151.366
72349,257.141
72350,152.082
72351,250.704
72352,277.933
72353,367.674
72354,184.846
72355,271.496
72356,294.456
72357,389.782
72358,288.019
72359,306.447
72360,17.3942
72361,10.5997
72362,294.081
72363,352.38
72364,228.829
72365,300.01
72366,313.718
72367,185.919
72368,253.565
72369,307.281
72370,316.155
72371,18.1094
72372,223.776
72373,276.354
72374,147.906
72375,7.38129
72376,274.357
72377,290.164
72378,313.718
72379,7.38129
72380,6.66608
72381,302.156
72382,307.281
72383,306.447
72384,302.871
72385,309.427
72386,311.148
72387,307.997
72388,300.01
72389,294.456
72390,7.38129
72391,309.427
72392,301.441
72393,288.734
72394,257.141
72395,302.513
72396,289.807
72397,251.061
72398,218.679
72399,290.522
72400,212.242
72401,188.779
72402,16.679
72403,27.0315
72404,252.492
72405,212.957
72406,182.343
72407,156.015
72408,15.9638
72409,253.207
72410,213.673
72411,149.578
72412,120.904
72413,214.388
72414,183.773
72415,150.294
72416,114.467
72417,83.998
72418,184.488
72419,115.182
72420,77.5611
72421,45.8804
72422,6.66608
72423,151.724
72424,115.897
72425,39.4435
72426,10.2421
72427,10.5997
72428,9.16932
72429,116.612
72430,3.80524
72431,10.2421
72432,9.88453
72433,8.81171
72434,79.7067
72435,10.2421
72436,9.52692
72437,8.81171
72438,41.5891
72439,3.80524
72440,10.2421
72441,8.81171
72442,8.0965
72443,7.38129
72444,42.3043
72445,5.95087
72446,5.23566
72447,5.95087
72448,10.2421
72449,6.30847
72450,7.02369
72451,3.80524
72452,7.7389
72453,8.45411
72454,205.587
72455,248.14
72456,273.59
72457,274.306
72458,295.098
72459,310.905
72460,322.182
72461,323.254
72462,331.532
72463,329.095
72464,14.891
72465,20.9703
72466,20.2551
72467,18.8247
72468,18.1094
72469,18.8247
72470,17.0366
72471,16.3214
72472,15.6062
72473,14.891
72474,327.546
72475,20.9703
72476,20.2551
72477,19.1823
72478,315.554
72479,276.809
72480,23.1159
72481,18.4671
72482,17.7518
72483,277.882
72484,18.8247
72485,239.063
72486,208.448
72487,306.542
72488,338.751
72489,330.764
72490,318.058
72491,279.312
72492,239.778
72493,209.163
72494,175.684
72495,139.857
72496,102.236
72497,27.0496
72498,26.3344
72499,209.878
72500,176.399
72501,140.572
72502,27.0496
72503,26.3344
72504,24.904
72505,22.4007
72506,21.6855
72507,20.9703
72508,320.203
72509,83.8259
72510,81.6802
72511,80.965
72512,74.1705
72513,73.4553
72514,72.3825
72515,71.6673
72516,70.2369
72517,70.9521
72518,338.631
72519,345.188
72520,346.909
72521,323.064
72522,284.319
72523,244.784
72524,246.215
72525,182.12
72526,33.4865
72527,32.7713
72528,30.6256
72529,27.4072
72530,28.48
72531,287.895
72532,3.80524
72533,3.80524
72534,3.80524
72535,3.80524
72536,3.80524
72537,39.4435
72538,77.5611
72539,114.467
72540,114.467
72541,149.578
72542,149.578
72543,182.342
72544,182.7
72545,225.969
72546,225.969
72547,250.704
72548,250.704
72549,271.496
72550,271.496
72551,288.019
72552,288.019
72553,300.01
72554,300.01
72555,307.281
72556,307.281
72557,309.718
72558,309.718
72559,307.281
72560,307.281
72561,300.01
72562,300.01
72563,288.019
72564,288.734
72565,250.704
72566,251.061
72567,212.242
72568,212.242
72569,182.343
72570,182.343
72571,149.578
72572,149.578
72573,114.467
72574,114.467
72575,115.182
72576,77.5611
72577,77.5611
72578,39.4435
72579,39.4435
72580,3.80524
72581,3.80524
72582,4.52045
72583,3.80524
72584,3.80524
72585,3.80524
72586,3.80524
72587,3.80524
72588,3.80524
72589,3.80524
72590,3.80524
72591,4.16284
72592,3.80524
72593,3.80524
72594,3.80524
72595,3.80524
72596,3.80524
72597,3.80524
72598,10.2421
72599,10.2421
72600,3.80524
72601,560.131
72602,5.23566
72603,4.52045
72604,542.298
72605,387.082
72606,195.393
72607,40.1588
72608,77.5611
72609,179.585
72610,40.874
72611,78.2763
72612,114.467
72613,156.015
72614,262.505
72615,80.1622
72616,13.4606
72617,78.0166
72618,258.929
72619,507.844
72620,566.143
72621,506.414
72622,351.197
72623,149.578
72624,188.779
72625,42.7735
72626,122.119
72627,8.45411
72628,7.7389
72629,80.0643
72630,116.255
72631,150.651
72632,182.7
72633,232.405
72634,192.355
72635,499.57
72636,151.366
72637,225.969
72638,257.141
72639,152.082
72640,184.13
72641,250.704
72642,277.933
72643,18.1095
72644,15.9638
72645,125.91
72646,373.395
72647,10.5997
72648,9.88453
72649,213.888
72650,184.846
72651,251.419
72652,271.496
72653,294.456
72654,9.88453
72655,331.483
72656,389.782
72657,228.114
72658,252.134
72659,306.447
72660,252.849
72661,272.927
72662,288.734
72663,300.01
72664,313.718
72665,273.642
72666,289.449
72667,300.725
72668,307.281
72669,316.155
72670,290.164
72671,301.441
72672,307.997
72673,309.718
72674,313.718
72675,302.156
72676,310.433
72677,307.281
72678,306.447
72679,7.38129
72680,302.871
72681,309.427
72682,311.148
72683,307.997
72684,300.01
72685,294.456
72686,288.734
72687,257.141
72688,24.1887
72689,23.4735
72690,42.6154
72691,289.807
72692,251.061
72693,218.679
72694,290.522
72695,212.242
72696,188.779
72697,182.343
72698,156.015
72699,253.207
72700,183.058
72701,149.578
72702,120.904
72703,7.02368
72704,114.467
72705,83.998
72706,7.7389
72707,77.5611
72708,45.8804
72709,7.38129
72710,6.66608
72711,39.4435
72712,10.2421
72713,7.38129
72714,152.439
72715,3.80524
72716,10.2421
72717,6.66608
72718,4.52045
72719,3.80524
72720,10.2421
72721,7.38129
72722,10.2421
72723,7.38129
72724,3.80524
72725,10.2421
72726,3.80524
72727,10.2421
72728,10.2421
72729,3.80524
72730,10.2421
72731,3.80524
72732,4.52045
72733,3.80524
72734,10.2421
72735,97.587
72736,58.7542
72737,22.4007
72738,17.7518
72739,23.1159
72740,22.4007
72741,22.4007
72742,21.6855
72743,20.9703
72744,182.368
72745,70.9521
72746,206.66
72747,21.6855
72748,20.9703
72749,19.8975
72750,19.1823
72751,285.034
72752,18.8247
72753,17.3942
72754,305.826
72755,321.634
72756,208.448
72757,174.968
72758,318.058
72759,20.2551
72760,318.773
72761,20.9703
72762,20.9703
72763,74.8857
72764,74.1705
72765,323.064
72766,284.319
72767,144.863
72768,29.1952
72769,23.8311
72770,346.909
72771,335.771
72772,72.0249
72773,3.80524
72774,3.80524
72775,3.80524
72776,3.80524
72777,3.80524
72778,3.80524
72779,3.80524
72780,3.80524
72781,3.80524
72782,39.4435
72783,39.4435
72784,40.1588
72785,77.5611
72786,77.5611
72787,114.467
72788,114.467
72789,149.578
72790,149.578
72791,182.342
72792,182.7
72793,225.969
72794,225.969
72795,250.704
72796,250.704
72797,271.496
72798,271.496
72799,288.019
72800,288.019
72801,300.01
72802,300.01
72803,307.281
72804,307.281
72805,309.718
72806,309.718
72807,307.281
72808,307.281
72809,300.01
72810,300.01
72811,288.019
72812,288.734
72813,250.704
72814,251.061
72815,212.242
72816,212.242
72817,182.343
72818,182.343
72819,149.578
72820,149.578
72821,114.467
72822,114.467
72823,77.5611
72824,77.5611
72825,39.4435
72826,39.4435
72827,3.80524
72828,3.80524
72829,3.80524
72830,3.80524
72831,3.80524
72832,3.80524
72833,4.52045
72834,3.80524
72835,3.80524
72836,3.80524
72837,3.80524
72838,3.80524
72839,3.80524
72840,3.80524
72841,3.80524
72842,3.80524
72843,3.80524
72844,3.80524
72845,3.80524
72846,10.2421
72847,10.2421
72848,3.80524
72849,10.2421
72850,10.2421
72851,10.2421
72852,10.2421
72853,6.66608
72854,5.23566
72855,6.66608
72856,5.95087
72857,5.23566
72858,5.95087
72859,120.904
72860,5.95087
72861,40.874
72862,156.015
72863,149.578
72864,188.779
72865,116.255
72866,150.651
72867,232.405
72868,15.9638
72869,14.5334
72870,439.841
72871,9.16932
72872,7.7389
72873,90.0737
72874,116.97
72875,151.366
72876,183.415
72877,225.969
72878,257.141
72879,8.45411
72880,152.082
72881,184.13
72882,226.684
72883,250.704
72884,277.933
72885,18.1095
72886,16.679
72887,125.91
72888,227.399
72889,251.419
72890,271.496
72891,294.456
72892,17.3942
72893,338.635
72894,12.0302
72895,10.5997
72896,9.16932
72897,331.483
72898,389.782
72899,272.212
72900,288.019
72901,306.447
72902,299.803
72903,352.38
72904,272.927
72905,288.734
72906,300.01
72907,313.718
72908,289.449
72909,300.725
72910,307.281
72911,316.155
72912,147.906
72913,307.997
72914,309.718
72915,313.718
72916,7.38129
72917,6.66608
72918,310.433
72919,307.281
72920,306.447
72921,22.4007
72922,150.184
72923,16.3214
72924,14.891
72925,14.1758
72926,307.997
72927,300.01
72928,294.456
72929,14.891
72930,136.316
72931,301.441
72932,288.734
72933,257.141
72934,10.5997
72935,218.679
72936,290.522
72937,212.242
72938,188.779
72939,212.957
72940,182.343
72941,156.015
72942,11.2245
72943,253.207
72944,149.578
72945,120.904
72946,7.02368
72947,214.388
72948,83.998
72949,22.4007
72950,19.5399
72951,6.66608
72952,45.8804
72953,12.0302
72954,151.724
72955,10.2421
72956,152.439
72957,116.612
72958,10.2421
72959,6.66608
72960,3.80524
72961,10.2421
72962,41.5891
72963,3.80524
72964,10.2421
72965,42.3043
72966,5.95087
72967,5.23566
72968,3.80524
72969,10.2421
72970,5.95087
72971,4.16284
72972,10.2421
72973,10.2421
72974,5.59326
72975,3.80524
72976,4.52045
72977,3.80524
72978,4.52045
72979,3.80524
72980,10.2421
72981,10.2421
72982,11.3149
72983,16.3214
72984,15.6062
72985,20.2551
72986,19.5399
72987,19.5399
72988,18.4671
72989,17.0366
72990,15.6062
72991,14.891
72992,23.1159
72993,15.6062
72994,337.678
72995,339.399
72996,336.247
72997,315.554
72998,23.8311
72999,277.882
73000,17.3942
73001,239.063
73002,174.968
73003,139.141
73004,102.236
73005,24.904
73006,23.4735
73007,65.5487
73008,106.527
73009,29.9104
73010,29.1952
73011,28.48
73012,27.7648
73013,28.48
73014,26.692
73015,182.12
73016,33.4865
73017,25.2616
73018,33.1289
73019,34.5593
73020,220.249
73021,207.732
73022,345.188
73023,3.80524
73024,3.80524
73025,3.80524
73026,3.80524
73027,3.80524
73028,3.80524
73029,3.80524
73030,39.4435
73031,39.4435
73032,77.5611
73033,77.5611
73034,114.467
73035,114.467
73036,149.578
73037,149.578
73038,182.342
73039,182.7
73040,225.969
73041,225.969
73042,250.704
73043,250.704
73044,271.496
73045,271.496
73046,288.019
73047,288.019
73048,300.01
73049,300.01
73050,307.281
73051,307.281
73052,307.997
73053,309.718
73054,309.718
73055,307.281
73056,307.281
73057,307.997
73058,300.01
73059,300.01
73060,288.019
73061,288.734
73062,250.704
73063,251.061
73064,212.242
73065,212.242
73066,182.343
73067,182.343
73068,149.578
73069,149.578
73070,151.724
73071,114.467
73072,114.467
73073,77.5611
73074,77.5611
73075,39.4435
73076,39.4435
73077,3.80524
73078,3.80524
73079,3.80524
73080,3.80524
73081,3.80524
73082,3.80524
73083,3.80524
73084,3.80524
73085,3.80524
73086,3.80524
73087,4.16284
73088,4.87805
73089,3.80524
73090,3.80524
73091,3.80524
73092,3.80524
73093,3.80524
73094,3.80524
73095,3.80524
73096,10.2421
73097,10.2421
73098,3.80524
73099,10.2421
73100,3.80524
73101,10.2421
73102,10.2421
73103,10.2421
73104,10.2421
73105,5.95087
73106,4.52045
73107,83.998
73108,586.221
73109,179.585
73110,24.3687
73111,5.95087
73112,40.874
73113,78.2763
73114,114.467
73115,156.015
73116,351.197
73117,6.66608
73118,41.5892
73119,115.182
73120,188.779
73121,80.0643
73122,116.255
73123,150.651
73124,232.405
73125,15.9638
73126,441.271
73127,8.45411
73128,116.97
73129,151.366
73130,183.415
73131,257.141
73132,152.082
73133,184.13
73134,277.933
73135,367.674
73136,184.846
73137,227.399
73138,294.456
73139,331.483
73140,389.782
73141,228.114
73142,252.134
73143,272.212
73144,288.019
73145,306.447
73146,352.38
73147,228.829
73148,252.849
73149,272.927
73150,300.01
73151,313.718
73152,20.9703
73153,185.919
73154,253.565
73155,273.642
73156,289.449
73157,307.281
73158,316.155
73159,274.357
73160,290.164
73161,301.441
73162,307.997
73163,309.718
73164,313.718
73165,110.503
73166,8.0965
73167,7.38129
73168,302.156
73169,308.712
73170,310.433
73171,307.281
73172,306.447
73173,20.9703
73174,13.4606
73175,144.462
73176,202.761
73177,74.3127
73178,8.81171
73179,8.0965
73180,7.38129
73181,302.871
73182,309.427
73183,311.148
73184,307.997
73185,300.01
73186,294.456
73187,9.52692
73188,309.427
73189,301.441
73190,288.734
73191,257.141
73192,9.16932
73193,289.807
73194,251.061
73195,218.679
73196,12.0302
73197,8.45411
73198,290.522
73199,251.776
73200,212.242
73201,188.779
73202,12.0302
73203,252.492
73204,212.957
73205,182.343
73206,156.015
73207,41.0099
73208,213.673
73209,120.904
73210,21.6855
73211,214.388
73212,114.467
73213,83.998
73214,184.488
73215,151.009
73216,77.5611
73217,45.8804
73218,7.38129
73219,151.724
73220,115.897
73221,39.4435
73222,10.2421
73223,152.439
73224,116.612
73225,78.9915
73226,40.1587
73227,3.80524
73228,10.2421
73229,79.7067
73230,40.8739
73231,4.52045
73232,3.80524
73233,10.2421
73234,41.5891
73235,4.52045
73236,3.80524
73237,10.2421
73238,4.52045
73239,3.80524
73240,10.2421
73241,4.52045
73242,5.59326
73243,4.87805
73244,4.16284
73245,10.2421
73246,4.87805
73247,3.80524
73248,5.59326
73249,4.52045
73250,3.80524
73251,10.2421
73252,3.80524
73253,10.2421
73254,14.1758
73255,15.6062
73256,14.891
73257,314.839
73258,23.1159
73259,207.732
73260,174.253
73261,19.5399
73262,341.187
73263,18.1094
73264,102.951
73265,64.1183
73266,27.7648
73267,28.48
73268,27.7648
73269,33.8441
73270,19.5399
73271,20.2551
73272,336.247
73273,315.554
73274,276.809
73275,237.275
73276,137.353
73277,99.7326
73278,60.8998
73279,74.8857
73280,285.749
73281,182.368
73282,335.823
73283,345.188
73284,3.80524
73285,3.80524
73286,3.80524
73287,3.80524
73288,3.80524
73289,39.4435
73290,77.5611
73291,77.5611
73292,114.467
73293,114.467
73294,149.578
73295,149.578
73296,182.342
73297,182.7
73298,225.969
73299,225.969
73300,250.704
73301,250.704
73302,271.496
73303,271.496
73304,288.019
73305,288.019
73306,300.01
73307,300.01
73308,307.281
73309,307.281
73310,309.718
73311,309.718
73312,307.281
73313,307.281
73314,300.01
73315,300.01
73316,288.019
73317,288.734
73318,250.704
73319,251.061
73320,212.242
73321,212.242
73322,182.343
73323,182.343
73324,149.578
73325,149.578
73326,114.467
73327,114.467
73328,77.5611
73329,77.5611
73330,39.4435
73331,39.4435
73332,3.80524
73333,3.80524
73334,3.80524
73335,3.80524
73336,3.80524
73337,3.80524
73338,4.52045
73339,3.80524
73340,3.80524
73341,3.80524
73342,3.80524
73343,3.80524
73344,4.16284
73345,3.80524
73346,3.80524
73347,3.80524
73348,3.80524
73349,3.80524
73350,3.80524
73351,3.80524
73352,10.2421
73353,10.2421
73354,10.2421
73355,10.2421
73356,10.2421
73357,10.2421
73358,10.2421
73359,6.66608
73360,45.8804
73361,83.998
73362,120.904
73363,371.275
73364,179.585
73365,24.3687
73366,40.874
73367,156.015
73368,566.143
73369,351.197
73370,159.508
73371,7.38129
73372,41.5892
73373,78.9915
73374,188.779
73375,42.7735
73376,122.119
73377,116.255
73378,150.651
73379,182.7
73380,232.405
73381,151.366
73382,183.415
73383,257.141
73384,184.13
73385,226.684
73386,250.704
73387,277.933
73388,367.674
73389,227.399
73390,251.419
73391,271.496
73392,294.456
73393,252.134
73394,272.212
73395,288.019
73396,306.447
73397,299.803
73398,10.5997
73399,9.88453
73400,140.295
73401,272.927
73402,288.734
73403,300.01
73404,313.718
73405,289.449
73406,300.725
73407,307.281
73408,316.155
73409,290.164
73410,301.441
73411,307.997
73412,309.718
73413,313.718
73414,310.433
73415,307.281
73416,306.447
73417,307.997
73418,300.01
73419,294.456
73420,309.427
73421,288.734
73422,257.141
73423,251.061
73424,218.679
73425,212.242
73426,188.779
73427,182.343
73428,156.015
73429,149.578
73430,120.904
73431,114.467
73432,83.998
73433,6.66608
73434,115.182
73435,77.5611
73436,45.8804
73437,8.45411
73438,151.724
73439,39.4435
73440,10.2421
73441,9.16932
73442,3.80524
73443,10.2421
73444,8.81171
73445,8.0965
73446,3.80524
73447,10.2421
73448,8.81171
73449,10.2421
73450,9.52692
73451,3.80524
73452,10.2421
73453,10.2421
73454,10.2421
73455,3.80524
73456,3.80524
73457,10.2421
73458,10.2421
73459,10.2421
73460,169.604
73461,134.493
73462,58.039
73463,160.223
73464,40.9962
73465,183.193
73466,257.795
73467,281.815
73468,335.532
73469,58.7542
73470,22.4007
73471,21.6855
73472,336.247
73473,337.969
73474,21.6855
73475,335.532
73476,327.546
73477,20.9703
73478,20.2551
73479,19.1823
73480,17.7518
73481,71.6673
73482,72.0249
73483,218.461
73484,332.195
73485,338.751
73486,317.342
73487,21.6855
73488,19.5399
73489,318.058
73490,279.312
73491,239.778
73492,209.163
73493,139.857
73494,102.236
73495,63.403
73496,24.1887
73497,343.757
73498,68.4095
73499,29.9104
73500,78.4618
73501,341.612
73502,74.1705
73503,328.261
73504,139.141
73505,186.412
73506,3.80524
73507,3.80524
73508,3.80524
73509,3.80524
73510,3.80524
73511,3.80524
73512,3.80524
73513,3.80524
73514,3.80524
73515,3.80524
73516,3.80524
73517,39.4435
73518,39.4435
73519,77.5611
73520,114.467
73521,114.467
73522,149.578
73523,149.578
73524,182.342
73525,182.7
73526,225.969
73527,225.969
73528,250.704
73529,250.704
73530,251.419
73531,271.496
73532,271.496
73533,288.019
73534,288.019
73535,300.01
73536,300.01
73537,307.281
73538,309.718
73539,309.718
73540,307.281
73541,307.281
73542,300.01
73543,300.01
73544,288.019
73545,288.734
73546,250.704
73547,251.061
73548,252.492
73549,212.242
73550,212.242
73551,182.343
73552,182.343
73553,149.578
73554,149.578
73555,114.467
73556,114.467
73557,77.5611
73558,77.5611
73559,39.4435
73560,39.4435
73561,3.80524
73562,3.80524
73563,3.80524
73564,3.80524
73565,3.80524
73566,3.80524
73567,3.80524
73568,3.80524
73569,4.16284
73570,3.80524
73571,3.80524
73572,3.80524
73573,3.80524
73574,3.80524
73575,10.2421
73576,10.2421
73577,10.2421
73578,10.2421
73579,10.2421
73580,10.2421
73581,10.2421
73582,10.2421
73583,371.275
73584,179.585
73585,24.3687
73586,5.95087
73587,40.874
73588,114.467
73589,6.66608
73590,41.5892
73591,78.9915
73592,115.182
73593,149.578
73594,188.779
73595,232.405
73596,15.2486
73597,499.57
73598,9.16932
73599,151.366
73600,183.415
73601,225.969
73602,257.141
73603,467.521
73604,226.684
73605,250.704
73606,277.933
73607,9.16932
73608,213.888
73609,367.674
73610,184.846
73611,271.496
73612,294.456
73613,306.447
73614,300.01
73615,313.718
73616,316.155
73617,307.997
73618,309.718
73619,313.718
73620,306.447
73621,300.01
73622,294.456
73623,23.1159
73624,14.891
73625,13.4606
73626,10.9573
73627,288.734
73628,257.141
73629,251.061
73630,218.679
73631,188.779
73632,156.015
73633,120.904
73634,83.998
73635,45.8804
73636,10.2421
73637,10.2421
73638,10.2421
73639,42.3043
73640,5.23566
73641,4.16284
73642,10.2421
73643,3.80524
73644,10.2421
73645,10.2421
73646,4.52045
73647,20.2551
73648,18.8247
73649,18.1095
73650,16.3214
73651,15.6062
73652,14.1758
73653,22.4007
73654,35.2745
73655,25.2616
73656,3.80524
73657,3.80524
73658,3.80524
73659,3.80524
73660,3.80524
73661,39.4435
73662,77.5611
73663,77.5611
73664,114.467
73665,114.467
73666,149.578
73667,182.342
73668,225.969
73669,225.969
73670,250.704
73671,250.704
73672,271.496
73673,271.496
73674,288.019
73675,288.019
73676,300.01
73677,307.281
73678,307.281
73679,309.718
73680,309.718
73681,307.281
73682,307.281
73683,300.01
73684,288.019
73685,288.734
73686,289.807
73687,250.704
73688,251.061
73689,212.242
73690,212.242
73691,212.957
73692,182.343
73693,149.578
73694,149.578
73695,114.467
73696,114.467
73697,77.5611
73698,77.5611
73699,78.2763
73700,39.4435
73701,39.4435
73702,3.80524
73703,3.80524
73704,3.80524
73705,3.80524
73706,3.80524
73707,3.80524
73708,3.80524
73709,3.80524
73710,3.80524
73711,3.80524
73712,3.80524
73713,3.80524
73714,3.80524
73715,10.2421
73716,10.2421
73717,10.2421
73718,3.80524
73719,10.2421
73720,10.2421
73721,10.2421
73722,45.8804
73723,613.304
73724,39.4435
73725,387.082
73726,5.95087
73727,78.2763
73728,114.467
73729,156.015
73730,188.779
73731,232.405
73732,257.141
73733,277.933
73734,17.3942
73735,10.5997
73736,184.846
73737,227.399
73738,271.496
73739,294.456
73740,288.019
73741,313.718
73742,316.155
73743,313.718
73744,306.447
73745,7.38129
73746,294.456
73747,257.141
73748,218.679
73749,188.779
73750,156.015
73751,120.904
73752,83.998
73753,77.5611
73754,45.8804
73755,10.2421
73756,10.2421
73757,10.2421
73758,10.2421
73759,10.2421
73760,3.80524
73761,10.2421
73762,10.2421
73763,10.2421
73764,3.80524
73765,3.80524
73766,10.2421
73767,10.2421
73768,10.2421
73769,16.3214
73770,24.1887
73771,83.8259
73772,29.9104
73773,182.12
73774,74.1705
73775,74.4888
73776,335.532
73777,3.80524
73778,3.80524
73779,3.80524
73780,3.80524
73781,3.80524
73782,3.80524
73783,39.4435
73784,39.4435
73785,77.5611
73786,77.5611
73787,114.467
73788,114.467
73789,149.578
73790,149.578
73791,182.342
73792,182.7
73793,225.969
73794,225.969
73795,226.684
73796,250.704
73797,271.496
73798,271.496
73799,288.019
73800,288.019
73801,300.01
73802,300.01
73803,307.281
73804,307.281
73805,309.718
73806,309.718
73807,307.281
73808,307.281
73809,300.01
73810,300.01
73811,288.019
73812,288.734
73813,250.704
73814,251.061
73815,251.776
73816,212.242
73817,212.242
73818,182.343
73819,182.343
73820,149.578
73821,149.578
73822,114.467
73823,114.467
73824,77.5611
73825,77.5611
73826,39.4435
73827,39.4435
73828,3.80524
73829,3.80524
73830,3.80524
73831,3.80524
73832,3.80524
73833,3.80524
73834,3.80524
73835,3.80524
73836,3.80524
73837,3.80524
73838,3.80524
73839,4.16284
73840,3.80524
73841,3.80524
73842,3.80524
73843,3.80524
73844,3.80524
73845,3.80524
73846,10.2421
73847,10.2421
73848,10.2421
73849,10.2421
73850,10.2421
73851,10.2421
73852,10.2421
73853,127.323
73854,14.3559
73855,83.998
73856,542.298
73857,195.393
73858,5.23566
73859,120.904
73860,526.491
73861,371.275
73862,179.585
73863,24.3687
73864,40.874
73865,114.467
73866,262.505
73867,7.38129
73868,6.66608
73869,528.755
73870,313.809
73871,122.119
73872,8.45411
73873,7.7389
73874,7.02369
73875,80.0643
73876,116.255
73877,182.7
73878,232.405
73879,195.931
73880,90.0737
73881,116.97
73882,151.366
73883,257.141
73884,15.9638
73885,152.082
73886,184.13
73887,226.684
73888,250.704
73889,277.933
73890,227.399
73891,271.496
73892,294.456
73893,228.114
73894,252.134
73895,272.212
73896,288.019
73897,272.927
73898,288.734
73899,300.01
73900,313.718
73901,263.22
73902,13.4606
73903,289.449
73904,300.725
